,State,Year,isMature,isEbook,subj_ENGLISH,subj_MUSIC,subj_MATHEMATICS,subj_SCIENCE,subj_LANGUAGES,subj_ACCOUNTING,subj_RELIGIOUS EDUCATION,subj_HISTORY,subj_COMPUTER SCIENCE,subj_HUMANITIES,subj_PDHPE,subj_HOME ECONOMICS,subj_FOOD TECHNOLOGY,subj_GEOGRAPHY,subj_ENGLISH LITERARY STUDIES,subj_BUSINESS STUDIES,subj_MEDIA,subj_VISUAL ARTS,subj_DRAMA,subj_AGRICULTURE,subj_DANCE,subj_ENVIRONMENTAL SCIENCE,subj_PSYCHOLOGY,subj_DESIGN AND TECHNOLOGY,subj_LEGAL STUDIES,subj_WORK STUDIES,subj_POLITICS AND LAW,subj_ECONOMICS,subj_ENGINEERING STUDIES,subj_PHILOSOPHY,0-5years,5-10years,10+years,ty_Book/Illustrated,ty_Book,ty_Audio book,ty_Book/Braille,ty_Sound,ty_Sound/Other sound,ty_Map,ty_Map/Atlas,ty_Book/Large print,ty_Article/Book chapter,ty_Government publication,ty_Microform,ty_Periodical,"ty_Periodical/Journal, magazine, other",ty_Video,ty_Article/Working paper,ty_Sound/Recorded music,ty_Conference Proceedings,ty_Thesis,ty_Article/Review,ty_Article/Journal or magazine article,ty_Article,ty_Article/Report,ty_Published,yr_0,yr_1,yr_2,yr_3,yr_4,yr_5,yr_6,yr_7,yr_8,yr_9,yr_10,yr_11,yr_12,populatAuthor,generalAuthor,otherAuthor,commonPublisher,uncommonPublisher,unknownPublisher,cat_Mathematics,cat_English language,cat_Juvenile Nonfiction,cat_Fiction,cat_Drama,cat_Foreign Language Study,cat_Science,cat_Chemistry,cat_Juvenile Fiction,cat_Japanese language,VIC,NSW,QLD,NT,WA,SA,ACT,TAS,en,ar,un,ja,de,el,fr,zh-CN,es
0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
